RESTAURANT_ID,RESTAURANT_NAME,CUISINE_PRIMARY,CUISINE_SECONDARY,CITY,AREA,LAT,LNG,AVG_RATING,COMMISSION_RATE,IS_ACTIVE,ONBOARDED_AT
631,Bell-Huffman,Bakery,South Indian,Pune,South,-37.9621595,154.226840,4.63,0.216,Y,2023-02-21 23:23:00
632,Williams-Scott,South Indian,South Indian,Chennai,Central,-37.055327,68.551565,3.94,0.236,,2024-01-06 18:34:00
633,Quinn Inc,Bakery,Chinese,Pune,East,8.3344675,-137.347466,3.32,0.22,TRUE,2024-11-11 07:17:00
634,Solis-Nielsen,North Indian,Healthy,Pune,West,-10.218358,-116.530992,3.38,0.194,0,2023-02-12 03:31:00
635,Padilla-Jackson,Fast Food,Healthy,Pune,Central,-67.402221,46.829825,3.28,0.185,0,2023-08-01 23:55:00
636,Grant PLC,Healthy,Chinese,Pune,East,9.258941,-170.257506,3.56,0.192,FALSE,2023-03-24 21:33:00
637,Hicks-Harmon,Healthy,Bakery,Bengaluru,North,15.761469,-164.980455,3.78,0.279,Y,2024-11-27 01:10:00
638,Mueller-Carr,North Indian,Italian,Mumbai,East,4.992058,136.533773,4.7,0.185,TRUE,2024-01-20 14:43:00
639,Wagner Group,Chinese,Chinese,Mumbai,South,-33.8453785,-94.552677,4.77,0.196,,2023-10-25 00:05:00
640,Craig PLC,Italian,South Indian,Hyderabad,North,61.5091855,81.682825,4.14,0.284,FALSE,2023-12-27 02:35:00
641,Mendoza-Wood,Italian,North Indian,Bengaluru,Central,13.044185,19.603257,4.14,0.207,,2024-02-29 01:29:00
642,"White, Weaver and Nguyen",Italian,North Indian,Chennai,South,87.447774,92.021034,4.19,0.213,FALSE,2023-01-19 21:44:00
643,Munoz-Hernandez,South Indian,Fast Food,Bengaluru,West,50.322706,-134.583329,3.8,0.166,Y,2024-01-24 04:34:00
644,Mcmillan PLC,Italian,Bakery,Delhi,East,55.051533,-105.320549,3.5,0.232,N,2023-10-22 10:54:00
645,"West, Blankenship and Butler",South Indian,North Indian,Pune,East,19.0627185,5.945833,4.57,0.202,FALSE,2023-07-01 23:19:00
646,Collier-Robinson,Fast Food,South Indian,Delhi,South,42.4068415,-179.270512,3.28,0.19,,2023-09-18 00:28:00
647,Frey Inc,Bakery,Italian,Pune,North,-11.5875345,155.736446,3.14,0.242,1,2024-01-19 00:49:00
648,"Burke, Rowe and Patterson",Bakery,Bakery,Mumbai,Central,65.8604365,4.214925,3.44,0.276,Y,2024-03-20 15:10:00
649,Callahan Inc,Bakery,South Indian,Bengaluru,Central,-42.1491265,-94.977005,3.45,0.225,0,2023-03-24 08:41:00
650,Gonzalez-Black,Bakery,Healthy,Pune,Central,55.3046845,-17.706258,4.03,0.176,Y,2024-07-19 23:43:00
651,Hall Ltd,South Indian,North Indian,Mumbai,North,15.779652,126.468404,3.53,0.226,0,2024-11-18 18:44:00
652,"Alvarado, Sawyer and Moreno",Fast Food,Fast Food,Bengaluru,South,-50.642520,38.021946,3.64,0.171,1,2024-03-27 13:23:00
653,"Buchanan, Johnson and Green",Italian,Fast Food,Hyderabad,East,83.477444,-111.375282,3.01,0.175,0,2023-02-16 11:10:00
654,Burns PLC,South Indian,Chinese,Bengaluru,West,50.534145,100.593770,3.86,0.16,TRUE,2024-09-07 10:04:00
655,Rodriguez-Murphy,Healthy,South Indian,Mumbai,South,18.7368655,-10.368624,3.1,0.157,TRUE,2023-06-22 16:36:00
656,Miller Inc,South Indian,Fast Food,Delhi,North,62.148887,-155.054302,4.08,0.226,FALSE,2023-10-16 10:05:00
657,"Brady, Coleman and Vasquez",Healthy,South Indian,Bengaluru,East,72.965952,27.653298,4.37,0.246,TRUE,2023-12-30 08:46:00
658,Thomas and Sons,Healthy,Bakery,Mumbai,West,-64.838164,92.462773,4.07,0.264,0,2024-06-21 00:39:00
659,Fisher-Gibson,Bakery,Chinese,Mumbai,Central,-42.051923,-133.176331,,0.193,N,2024-02-26 22:22:00
660,Hunt-Gonzalez,Fast Food,Chinese,Mumbai,Central,41.4001895,61.465152,4.49,0.2,1,2023-02-28 09:17:00
661,Campbell-Summers,Chinese,Fast Food,Chennai,Central,-52.185348,-57.373981,3.92,0.275,1,2023-05-01 19:00:00
662,Martin-Miller,North Indian,North Indian,Mumbai,West,-6.5332805,43.679369,4.64,0.158,0,2023-09-17 09:51:00
663,Johnson-Bailey,North Indian,Bakery,Delhi,Central,-15.6004215,159.830068,3.85,0.221,,2024-05-11 08:34:00
664,"Meyer, Perez and Pearson",Chinese,Italian,Chennai,West,-15.630880,142.499523,3.02,0.252,Y,2024-05-31 23:28:00
665,Salazar-Hamilton,Bakery,Italian,Delhi,North,-2.078256,-29.935936,4.65,0.222,Y,2023-10-12 20:26:00
666,"Mcconnell, Cook and Wells",South Indian,South Indian,Pune,East,-87.3812845,98.530105,3.73,0.207,N,2023-03-01 09:58:00
667,"Jimenez, Walker and Diaz",North Indian,Fast Food,Pune,Central,-4.675566,-70.584085,3.47,0.179,,2024-06-13 20:16:00
668,"Clay, Sharp and Hawkins",Healthy,South Indian,Mumbai,West,-34.166589,79.968277,3.9,0.252,FALSE,2024-08-22 21:20:00
669,Bush-Barker,Healthy,Chinese,Delhi,Central,71.078191,136.328958,3.01,0.21,0,2023-05-21 13:30:00
670,Jordan-Miller,Chinese,South Indian,Hyderabad,East,26.125293,40.028917,4.39,0.213,N,2023-10-24 19:04:00
671,"Swanson, Boyd and Stewart",South Indian,Italian,Bengaluru,East,-69.6035085,4.910532,3.39,0.228,N,2024-04-15 10:45:00
672,Reeves-Harris,South Indian,Chinese,Mumbai,North,6.075096,-47.546064,3.47,0.223,1,2023-10-02 05:20:00
673,"Koch, Black and Foster",Healthy,Fast Food,Hyderabad,North,-75.438005,155.818473,4.49,0.152,0,2024-10-01 12:12:00
674,Gutierrez Ltd,Healthy,Italian,Mumbai,Central,86.9834365,-95.247473,4.08,0.228,TRUE,2024-07-04 11:48:00
675,Boyd-Davis,Italian,South Indian,Mumbai,South,-50.736066,-32.196512,3.33,0.256,FALSE,2023-01-31 03:10:00
676,Romero and Sons,Healthy,Bakery,Bengaluru,South,-7.995819,-179.759393,3.46,0.218,N,2023-12-03 09:17:00
677,"Miller, Vazquez and Hart",Italian,Healthy,Chennai,East,6.1338945,47.942695,3.88,0.156,TRUE,2024-08-25 21:01:00
678,Cruz-Sanford,North Indian,Fast Food,Bengaluru,South,43.144040,52.973388,4.04,0.205,,2024-02-03 11:28:00
679,"Turner, Duke and Baker",Italian,North Indian,Hyderabad,Central,54.2414465,-170.435563,3.86,0.249,,2024-12-04 08:33:00
680,Williamson-Whitehead,Fast Food,Healthy,Bengaluru,West,-34.583101,29.512851,3.62,0.164,N,2023-02-22 17:42:00
681,Rodriguez-Williams,Bakery,Italian,Chennai,South,-23.924945,-4.943466,3.04,0.214,TRUE,2024-10-16 09:29:00
682,Moore-Lopez,Healthy,North Indian,Mumbai,West,65.0768555,-56.626336,3.06,0.249,0,2024-06-02 15:34:00
683,Green-Collins,Italian,Fast Food,Chennai,West,-36.888766,152.501339,3.82,0.165,TRUE,2023-11-24 17:16:00
684,Thomas-Wright,Healthy,North Indian,Pune,Central,-44.3327075,147.034678,3.33,0.155,Y,2024-07-04 11:19:00
685,Krause Ltd,Italian,North Indian,Pune,North,11.601906,8.154635,4.79,0.208,N,2024-05-03 23:41:00
686,Martin and Sons,Healthy,Healthy,Mumbai,West,-80.3028435,-50.390710,3.99,0.276,0,2023-06-20 16:44:00
687,"Randall, Soto and Carrillo",Chinese,Bakery,Hyderabad,North,81.305428,77.219313,4.12,0.189,,2024-11-20 19:52:00
688,Gomez-Esparza,Fast Food,Chinese,Bengaluru,Central,76.176561,-86.949764,4.12,0.258,TRUE,2023-12-23 23:07:00
689,Green-Peterson,Italian,Bakery,Hyderabad,North,83.335942,102.439384,4.4,0.159,0,2023-10-12 07:19:00
690,"Cain, Phelps and Cross",Chinese,Chinese,Pune,West,-11.0503435,95.166018,4.62,0.211,,2024-05-20 00:44:00
691,Conley-Schultz,Healthy,Chinese,Pune,South,21.012374,-51.934292,4.48,0.232,,2023-04-08 09:14:00
692,"Johnson, Carr and Wolfe",Bakery,Chinese,Chennai,Central,64.6663915,-168.711993,,0.268,TRUE,2024-01-14 14:00:00
693,Gray and Sons,North Indian,Bakery,Bengaluru,East,-11.572224,-170.454420,3.27,0.197,1,2023-02-11 15:10:00
694,Allen Ltd,Bakery,South Indian,Hyderabad,North,86.7434445,-161.489487,3.88,0.26,,2024-05-30 22:35:00
695,"Simon, Mason and Sellers",South Indian,Bakery,Delhi,South,-41.1710905,-125.886174,4.35,0.189,N,2024-08-25 16:34:00
696,Arellano-Pennington,Chinese,North Indian,Hyderabad,West,-88.1991475,-40.929433,4.48,0.222,FALSE,2023-07-19 14:01:00
697,Hughes Ltd,Italian,Bakery,Pune,South,-15.5613825,-88.490512,4.14,0.226,Y,2024-04-17 19:07:00
698,"Lamb, Dickerson and Green",South Indian,Bakery,Chennai,East,77.7460415,-52.837143,4.76,0.286,TRUE,2023-03-03 23:55:00
699,Fitzpatrick LLC,South Indian,Chinese,Delhi,West,34.032090,149.049836,3.34,0.158,TRUE,2024-03-16 23:39:00
700,Martin-Henderson,Bakery,Italian,Pune,Central,-24.9552875,97.436348,3.83,0.265,0,2023-04-20 16:13:00
701,Grant and Sons,North Indian,South Indian,Delhi,South,71.772638,-170.633639,4.67,0.207,Y,2023-03-02 01:35:00
702,Johnson-Miranda,Bakery,Italian,Delhi,East,36.803409,-171.695233,3.22,0.22,N,2023-06-01 16:23:00
703,Newman-Lindsey,Fast Food,Bakery,Bengaluru,East,42.340380,-28.641326,3.79,0.165,N,2024-03-16 07:16:00
704,Floyd Ltd,Healthy,Healthy,Chennai,South,51.134478,152.240384,,0.177,FALSE,2024-12-14 15:39:00
705,"Barton, Dean and Ortiz",Bakery,Chinese,Mumbai,North,-42.284563,10.533360,4.03,0.227,1,2024-10-06 03:26:00
706,"Shah, Horn and Hall",South Indian,Healthy,Pune,North,-45.0560755,98.213816,4.64,0.277,N,2024-03-24 01:10:00
707,Underwood-Meyers,Italian,Bakery,Mumbai,North,70.772670,-25.158188,4.33,0.236,1,2023-11-23 17:25:00
708,"Ross, Hobbs and Massey",South Indian,Chinese,Delhi,East,-13.428962,104.254621,4.79,0.158,N,2023-10-17 13:06:00
709,Brooks Group,North Indian,Bakery,Pune,North,80.252318,4.635801,4.78,0.215,TRUE,2023-01-22 13:20:00
710,Perez PLC,Bakery,Chinese,Chennai,Central,70.1834265,-92.883483,4.63,0.249,FALSE,2023-07-09 13:24:00
711,"Prince, Herman and Smith",Healthy,Italian,Bengaluru,North,36.6543715,-149.339661,,0.164,,2023-05-19 05:16:00
712,Sanchez-Downs,Italian,Italian,Chennai,East,32.426333,-151.510956,3.1,0.211,N,2023-11-27 09:46:00
713,Reed LLC,South Indian,Chinese,Chennai,North,-88.792659,15.781486,3.01,0.244,TRUE,2024-10-29 03:53:00
714,"Campbell, Ayers and Tran",South Indian,Chinese,Chennai,North,-24.801246,-178.029945,4.55,0.255,Y,2024-05-27 14:49:00
715,Macdonald Group,Fast Food,North Indian,Bengaluru,North,36.3723085,-155.318154,3.84,0.296,Y,2024-06-15 01:05:00
716,Blanchard-Davis,Italian,Healthy,Delhi,East,-0.595314,75.627421,3.82,0.279,0,2024-10-31 19:07:00
717,"Lee, Rangel and Martin",South Indian,Italian,Pune,Central,66.4969985,-176.344194,3.53,0.197,Y,2023-01-31 15:02:00
718,Mcdaniel Inc,Italian,North Indian,Bengaluru,South,-46.4222075,133.615446,4.79,0.295,Y,2023-06-10 21:15:00
719,Mercer-Baker,Healthy,Chinese,Delhi,South,69.895424,124.482493,3.07,0.164,N,2023-07-15 11:43:00
720,Richard LLC,Fast Food,Fast Food,Chennai,East,-2.341961,43.151335,4.06,0.248,TRUE,2023-11-22 19:09:00
721,Rodriguez-Williams,Chinese,Italian,Pune,Central,-65.537473,137.288360,4.07,0.155,0,2024-10-25 06:23:00
722,Perkins-Zuniga,Italian,Healthy,Delhi,West,-77.4560505,-155.155276,4.2,0.281,1,2024-04-02 23:42:00
723,Beard LLC,Fast Food,Chinese,Delhi,West,37.441418,-96.420183,3.14,0.2,N,2023-03-10 05:53:00
724,Larson Ltd,Chinese,Healthy,Pune,South,-22.7591435,129.283261,4.44,0.229,FALSE,2023-01-21 22:50:00
725,"Mercer, Jimenez and Chambers",South Indian,North Indian,Bengaluru,North,26.479717,98.949775,4.12,0.291,TRUE,2024-03-02 03:02:00
726,Dixon Ltd,South Indian,Bakery,Pune,East,19.9991145,88.704496,3.5,0.266,Y,2023-09-12 05:09:00
727,"Morales, Pitts and Forbes",Healthy,Italian,Mumbai,Central,0.3992325,93.217714,3.23,0.261,Y,2024-06-06 03:14:00
728,Carpenter and Sons,South Indian,Fast Food,Bengaluru,East,-23.230676,111.978554,3.19,0.161,1,2024-07-25 18:16:00
729,Vazquez-Sanders,Bakery,Chinese,Delhi,North,-6.6744845,-144.709830,3.08,0.217,,2023-11-06 18:54:00
730,Klein-Gonzalez,Healthy,Bakery,Chennai,Central,50.2231795,113.558608,4.38,0.271,TRUE,2024-02-16 17:35:00
731,Bennett Group,North Indian,Bakery,Bengaluru,Central,85.1738445,154.333013,3.88,0.228,0,2023-01-19 11:02:00
732,Lang Ltd,North Indian,Chinese,Hyderabad,West,48.9245905,29.686714,3.98,0.156,FALSE,2023-05-04 09:08:00
733,"Jones, Knight and Clark",North Indian,Chinese,Bengaluru,Central,78.6245635,43.754218,3.35,0.233,FALSE,2023-04-26 23:43:00
734,Castillo-Cole,South Indian,Chinese,Chennai,West,-39.6911185,153.332405,4.61,0.258,TRUE,2024-11-04 14:44:00
735,Hanna Ltd,Healthy,South Indian,Hyderabad,Central,-57.722236,79.850091,4.06,0.165,1,2024-12-19 14:09:00
736,"Fuller, Cline and Schmidt",Bakery,North Indian,Hyderabad,North,39.380121,-167.571277,,0.287,0,2023-10-25 14:40:00
737,"Suarez, Barr and Reynolds",Fast Food,North Indian,Pune,North,-58.415548,-158.406535,4.49,0.256,0,2023-12-22 19:19:00
738,"Allen, Moreno and Reed",North Indian,Italian,Hyderabad,South,0.3641875,-82.475730,4.56,0.243,0,2024-07-27 08:59:00
739,White Inc,North Indian,Healthy,Hyderabad,North,84.823246,173.978911,4.62,0.208,,2024-08-15 05:04:00
740,Rose-White,Chinese,Bakery,Bengaluru,East,-26.9006675,115.772516,3.44,0.205,FALSE,2024-12-04 12:04:00
741,Burns-Cain,Italian,Italian,Pune,South,9.410708,77.621390,4.29,0.224,FALSE,2024-06-08 21:33:00
742,Anderson PLC,Fast Food,Chinese,Bengaluru,Central,-34.114028,-16.746109,3.38,0.195,,2024-05-28 19:26:00
743,"Collins, Baker and Watson",Italian,Chinese,Chennai,South,-51.7776285,116.038776,4.36,0.156,1,2024-01-30 04:55:00
744,"Brown, Burgess and Ali",South Indian,Healthy,Chennai,North,78.7078675,132.519000,4.27,0.265,Y,2023-08-20 00:47:00
745,Beck Inc,Fast Food,Italian,Pune,East,80.5560035,24.541692,4.79,0.188,TRUE,2023-07-10 14:06:00
746,"Fisher, Morton and Wood",Chinese,Healthy,Bengaluru,South,65.3896255,-178.205629,4.61,0.224,,2023-11-25 18:34:00
747,"Roberts, Benson and Parker",Chinese,Healthy,Pune,West,-79.8173525,0.532298,3.21,0.18,TRUE,2023-09-09 10:39:00
748,"Martin, Parrish and Buckley",Healthy,Chinese,Bengaluru,North,-61.2661225,36.164998,3.93,0.251,TRUE,2024-04-30 17:34:00
749,Miller Ltd,North Indian,Fast Food,Hyderabad,North,71.800022,-98.972701,3.64,0.152,,2024-09-18 13:04:00
750,Hill PLC,Bakery,Fast Food,Delhi,East,57.8109335,55.238843,3.69,0.272,Y,2024-04-14 14:52:00
751,"Green, Lee and Santiago",South Indian,North Indian,Chennai,North,-2.8049055,64.907942,3.29,0.221,,2023-08-25 08:40:00
752,Johnson LLC,Bakery,Healthy,Bengaluru,South,55.7243475,-65.626486,3.96,0.295,,2024-10-12 16:03:00
753,Archer and Sons,South Indian,Healthy,Hyderabad,North,-69.756548,106.075758,4.48,0.284,1,2023-01-19 03:00:00
754,Burton-Duarte,Italian,South Indian,Pune,West,43.1281555,-94.764233,3.89,0.194,1,2023-01-19 04:33:00
755,"Graves, Rivera and Holland",Chinese,Italian,Chennai,North,-28.483322,21.781643,3.7,0.267,Y,2024-11-13 07:17:00
756,Gutierrez and Sons,Chinese,Bakery,Delhi,North,33.138054,-125.221836,3.17,0.243,TRUE,2023-02-01 07:24:00
757,Dorsey Ltd,Healthy,Fast Food,Mumbai,East,-31.879504,-175.412619,4.71,0.276,1,2024-03-13 15:59:00
758,Moore and Sons,Bakery,Italian,Hyderabad,South,25.745000,-126.605864,4.15,0.221,N,2024-10-23 21:39:00
759,"Wilson, Sullivan and Weiss",North Indian,Bakery,Mumbai,Central,-7.1174015,64.595986,4.35,0.194,1,2024-07-18 07:51:00
760,"Crane, Miller and Thompson",Fast Food,South Indian,Hyderabad,East,-55.4501285,144.448872,3.45,0.153,FALSE,2023-03-28 21:55:00
761,"Bullock, Hernandez and Jimenez",Fast Food,Healthy,Hyderabad,South,76.3901035,37.604958,3.8,0.247,FALSE,2023-07-12 09:38:00
762,Underwood-Rose,Fast Food,South Indian,Mumbai,North,-86.6863155,69.698219,3.24,0.19,0,2024-01-04 16:48:00
763,Jones-Young,Chinese,Chinese,Pune,East,43.293384,161.348195,3.81,0.251,N,2023-02-19 05:37:00
764,"Benson, Ortiz and Perez",South Indian,North Indian,Bengaluru,Central,61.7173285,-143.420259,4.19,0.29,Y,2023-10-16 17:57:00
765,Ramirez PLC,Italian,South Indian,Delhi,West,39.816101,-92.178077,3.78,0.185,TRUE,2024-02-10 18:14:00
766,Sweeney PLC,South Indian,Healthy,Pune,Central,38.957539,68.260582,3.98,0.264,Y,2024-11-14 09:44:00
767,Whitney PLC,Fast Food,Healthy,Pune,West,10.690147,179.043682,3.6,0.187,TRUE,2024-11-10 17:10:00
768,"Diaz, Lee and Conley",Italian,Fast Food,Hyderabad,North,-81.9307125,14.406415,3.56,0.252,1,2023-07-01 17:57:00
769,Rush-Richardson,South Indian,Chinese,Delhi,South,45.077496,-26.646285,3.43,0.211,1,2024-03-05 22:42:00
770,Nelson-Roth,Italian,Bakery,Chennai,East,14.8253195,-163.913991,4.16,0.247,Y,2024-06-21 22:40:00
771,"Conrad, Ray and Brewer",Healthy,Italian,Bengaluru,North,-70.5785615,-59.136772,3.94,0.258,,2023-03-22 07:40:00
772,Allen-Burgess,Bakery,Chinese,Hyderabad,West,89.1116195,-35.563447,3.59,0.17,FALSE,2023-03-08 03:55:00
773,Arroyo LLC,South Indian,Bakery,Chennai,South,21.0059565,18.056061,4.01,0.294,0,2023-02-22 02:58:00
774,Perry PLC,Fast Food,Italian,Hyderabad,North,-85.082916,156.709200,3.51,0.21,N,2023-07-21 17:14:00
775,"Smith, Howard and Hawkins",Healthy,Fast Food,Hyderabad,West,75.8295315,-154.115123,3.68,0.282,Y,2024-11-26 15:51:00
776,Sexton-Grimes,Bakery,South Indian,Hyderabad,North,-46.079229,96.562078,3.15,0.153,TRUE,2024-07-17 22:00:00
777,Wise and Sons,Chinese,South Indian,Bengaluru,West,84.232760,62.285376,3.04,0.273,TRUE,2024-11-14 14:12:00
778,Castaneda-Jones,Chinese,Italian,Hyderabad,South,4.238674,-78.856002,3.1,0.238,1,2023-04-21 08:38:00
779,Hayes LLC,Bakery,Italian,Hyderabad,East,-14.703768,77.497646,4.38,0.165,,2024-12-15 22:53:00
780,Ross-Mitchell,Chinese,Bakery,Bengaluru,South,19.241868,174.714091,,0.227,TRUE,2024-05-10 06:15:00
781,Johnson-Sherman,Bakery,Bakery,Delhi,South,-4.490250,141.489636,3.28,0.281,FALSE,2024-12-09 20:06:00
782,"Paul, Rodriguez and Hampton",Fast Food,Chinese,Pune,West,-62.141236,48.080695,3.76,0.18,0,2023-02-15 11:47:00
783,Roberts-Waters,Bakery,Chinese,Bengaluru,Central,74.7318385,-95.148451,3.82,0.177,0,2023-08-11 08:44:00
784,"Jones, Peterson and Atkinson",Italian,Italian,Mumbai,South,-36.2392715,72.815791,4.37,0.251,0,2024-11-27 16:31:00
785,Williams-Wilson,Healthy,Healthy,Pune,North,-45.456166,-7.212077,3.8,0.208,TRUE,2023-12-09 18:09:00
786,"Nguyen, Strickland and Jones",North Indian,Chinese,Pune,West,46.037949,47.300904,3.58,0.216,1,2023-04-05 08:45:00
787,Fleming-Martin,Bakery,Bakery,Bengaluru,North,-36.4445515,-175.134595,3.85,0.28,TRUE,2023-01-31 14:05:00
788,"Madden, Wyatt and Horn",North Indian,Italian,Bengaluru,South,-83.8732605,-90.290616,4.69,0.299,,2024-02-07 14:04:00
789,"Brown, Gordon and Maxwell",Italian,South Indian,Hyderabad,Central,2.779772,-11.671193,4.37,0.219,Y,2023-06-24 09:53:00
790,Clark Inc,Healthy,South Indian,Mumbai,Central,56.747654,-14.625840,3.66,0.183,TRUE,2023-12-23 06:43:00
791,Velez-Austin,Chinese,Bakery,Pune,North,84.747534,-75.620159,4.67,0.283,,2023-11-30 18:09:00
792,"Mcknight, Taylor and Cline",South Indian,Chinese,Pune,Central,51.220970,81.467166,4.31,0.221,N,2024-07-27 03:11:00
793,"Waters, Costa and White",Bakery,South Indian,Chennai,West,52.2036905,27.628641,3.1,0.195,,2024-04-17 13:10:00
794,Cooley PLC,North Indian,South Indian,Delhi,East,59.9499865,122.587273,4.71,0.163,TRUE,2024-09-16 23:48:00
795,Martinez Inc,Bakery,South Indian,Chennai,Central,41.251129,137.957230,4.42,0.266,N,2024-02-09 06:00:00
796,Barker-Miller,South Indian,Fast Food,Pune,Central,79.985588,154.230697,3.6,0.237,Y,2023-03-07 21:29:00
797,Miranda-Chambers,South Indian,North Indian,Hyderabad,Central,9.0609775,-6.909630,4.51,0.248,N,2023-07-25 13:18:00
798,"Lee, Mullen and Smith",Chinese,Bakery,Mumbai,Central,-32.440355,-158.935661,4.28,0.208,1,2023-02-27 15:12:00
799,Gilmore-Warren,Bakery,Healthy,Hyderabad,Central,-21.075466,-141.337627,3.83,0.281,FALSE,2024-05-28 03:41:00
800,Jones-Houston,Healthy,Healthy,Bengaluru,North,54.5598235,128.609500,3.37,0.281,FALSE,2024-12-05 16:15:00
801,Myers-Hurst,Fast Food,Italian,Chennai,South,-10.442566,58.912964,4.14,0.29,0,2024-05-09 21:27:00
802,Allen LLC,Bakery,Fast Food,Mumbai,East,-52.9079605,-21.694176,4.38,0.216,,2024-04-25 23:47:00
803,"Warren, White and Atkinson",Fast Food,Bakery,Bengaluru,Central,-60.2676275,-177.503912,3.6,0.221,,2023-07-06 23:40:00
804,"Dennis, Booth and Brock",Fast Food,North Indian,Hyderabad,South,11.094832,-114.374348,4.66,0.194,FALSE,2024-07-16 06:14:00
805,Kennedy-Beard,South Indian,South Indian,Pune,Central,63.5692435,57.528998,3.02,0.182,,2023-05-12 13:20:00
806,"Burgess, Johnson and Wood",Italian,North Indian,Hyderabad,North,47.6465235,113.470143,4.03,0.16,Y,2024-03-20 18:36:00
807,Smith-Santiago,North Indian,Bakery,Hyderabad,North,89.6024675,-84.568875,3.52,0.261,N,2023-03-11 17:57:00
808,"Mitchell, Rich and Moyer",North Indian,Bakery,Delhi,West,30.761891,-19.072777,3.31,0.203,Y,2024-02-28 02:54:00
809,Rowe Group,Chinese,Fast Food,Pune,West,-19.958558,25.492930,3.78,0.173,Y,2023-08-14 23:38:00
810,"Farrell, Wiley and Hall",Chinese,Fast Food,Delhi,East,73.4119615,-27.400711,3.65,0.25,,2024-03-23 06:39:00
811,Campbell Ltd,Fast Food,Healthy,Bengaluru,North,23.620146,-125.979454,4.41,0.241,0,2023-08-17 08:02:00
812,Guerra-Barnes,Fast Food,Fast Food,Delhi,East,57.0842505,2.255444,4.71,0.166,N,2023-07-18 11:58:00
813,Perez Inc,Italian,Fast Food,Hyderabad,South,-47.992176,-139.919184,4.17,0.278,0,2024-05-25 09:04:00
814,Edwards-Jensen,Italian,Bakery,Pune,North,-33.3337975,171.007574,3.5,0.285,1,2023-09-09 03:30:00
815,"Allen, Mcdonald and Jimenez",Chinese,Bakery,Bengaluru,Central,67.1151365,-131.204951,4.66,0.229,,2023-02-20 18:25:00
816,"Brown, Freeman and Ruiz",Chinese,Healthy,Pune,Central,-10.9604015,-49.466717,3.57,0.262,FALSE,2023-12-13 18:31:00
817,Reyes-Campbell,North Indian,North Indian,Bengaluru,West,2.4634235,70.886486,4.17,0.286,1,2024-07-23 23:13:00
818,"Richardson, Hernandez and Pruitt",Chinese,Italian,Pune,East,-51.378424,-47.498658,3.88,0.162,Y,2023-08-06 15:14:00
819,Lang PLC,Italian,South Indian,Hyderabad,East,70.795025,140.422150,4.46,0.268,N,2023-10-30 13:15:00
820,"Matthews, Becker and Green",Healthy,Italian,Delhi,East,-9.151512,105.802555,3.44,0.191,Y,2024-08-10 13:56:00
821,"Harvey, Wallace and Moore",South Indian,South Indian,Mumbai,East,14.093635,4.942902,3.36,0.288,FALSE,2023-06-24 17:08:00
822,Wilson Ltd,South Indian,South Indian,Bengaluru,East,51.9911735,-119.976576,4.11,0.194,1,2024-07-16 21:48:00
823,"Irwin, Anderson and Taylor",Chinese,South Indian,Pune,Central,-80.888754,-43.396916,3.44,0.24,1,2023-01-09 10:54:00
824,Holloway and Sons,Italian,North Indian,Chennai,West,85.7801155,158.832720,3.01,0.222,FALSE,2024-10-18 19:14:00
825,Clarke-Parker,Fast Food,Italian,Pune,East,81.1663955,-56.599563,3.29,0.185,Y,2024-02-24 12:53:00
826,Smith LLC,Fast Food,North Indian,Bengaluru,West,-28.856475,-99.999618,4.03,0.233,Y,2024-03-25 10:10:00
827,"King, Liu and Rhodes",Chinese,South Indian,Pune,West,-11.6084695,-22.439667,4.76,0.216,N,2024-06-25 17:59:00
828,"Medina, Freeman and Thompson",Bakery,Fast Food,Delhi,South,-77.587480,22.629425,3.94,0.285,,2024-01-06 15:27:00
829,Guerrero-Lewis,Fast Food,Chinese,Bengaluru,South,28.101558,47.841145,3.44,0.19,,2024-09-07 13:19:00
830,"Gibbs, Morgan and Jenkins",Chinese,South Indian,Bengaluru,South,-89.400330,89.626037,4.65,0.222,,2024-05-03 16:16:00
831,"Zamora, Adams and Patterson",North Indian,South Indian,Pune,North,-76.334342,-124.564184,3.5,0.226,0,2024-06-11 15:32:00
832,"Thompson, Collins and Dunn",Healthy,Healthy,Pune,West,-68.826521,148.059910,3.66,0.162,1,2024-07-15 19:12:00
833,"Butler, Smith and Bell",Healthy,Bakery,Hyderabad,West,46.849749,-132.303166,3.84,0.277,,2023-08-15 04:19:00
834,Terry-Anderson,Healthy,North Indian,Chennai,Central,56.539517,160.552225,3.34,0.199,TRUE,2023-01-13 10:54:00
835,"Beasley, Phillips and Ayala",Italian,Chinese,Delhi,West,52.596622,-150.563319,3.63,0.205,0,2023-02-03 11:00:00
836,"Smith, Ramirez and Taylor",Chinese,South Indian,Chennai,South,-5.9061305,107.844792,4.02,0.211,Y,2024-11-04 16:01:00
837,Tucker-Smith,South Indian,North Indian,Bengaluru,East,-51.9961585,156.374110,4.77,0.2,0,2023-07-27 12:41:00
838,Knapp Inc,Chinese,Healthy,Mumbai,West,47.3394585,63.699010,4.58,0.251,N,2023-01-21 19:28:00
839,Moore-Lee,Bakery,Bakery,Pune,Central,-30.8870425,175.719541,4.8,0.239,0,2023-01-01 17:55:00
840,Russell Group,Bakery,Italian,Pune,West,38.701515,-83.654212,4.01,0.248,Y,2024-07-19 04:59:00
841,Galloway and Sons,Healthy,Italian,Chennai,North,-42.0654905,-27.759510,4.42,0.157,N,2024-04-25 15:33:00
