TRIP_ID,ORDER_ID,AGENT_ID,PICKUP_TIME,DROP_TIME,DISTANCE_KM,ESTIMATED_TIME_MIN,ACTUAL_TIME_MIN,SLA_BREACH_FLAG
34703,46271,5,2024-09-23 14:06:00,2024-09-23 14:16:00,7.32,20,10,0
34704,46272,613,2024-08-18 18:51:00,2024-08-18 19:15:00,10.63,20,24,0
34705,46273,556,2024-03-03 03:50:00,2024-03-03 04:16:00,4.67,20,26,1
34706,46274,34,2023-02-16 17:01:00,2023-02-16 17:03:00,11.01,20,2,0
34707,46276,478,2024-06-27 20:19:00,2024-06-27 21:05:00,10.89,30,46,1
34708,46278,624,2023-07-07 13:28:00,2023-07-07 13:44:00,2.14,30,16,0
34709,46279,292,2023-07-30 01:18:00,2023-07-30 01:26:00,10.01,35,8,0
34710,46280,694,2024-04-23 02:02:00,2024-04-23 02:51:00,6.12,20,49,1
34711,46281,30,2023-09-20 00:05:00,2023-09-20 01:01:00,1.65,25,56,1
34712,46282,515,2023-04-28 02:44:00,2023-04-28 03:09:00,10.33,20,25,0
34713,46283,706,2024-04-28 16:16:00,2024-04-28 16:52:00,2.01,35,36,0
34714,46285,588,2024-11-23 14:06:00,2024-11-23 14:37:00,3.76,25,31,1
34715,46286,411,2023-12-04 22:09:00,2023-12-04 22:16:00,1.06,30,7,0
34716,46287,334,2023-01-21 11:36:00,2023-01-21 12:10:00,9.99,25,34,1
34717,46288,223,2023-01-08 07:51:00,2023-01-08 07:55:00,2.04,25,4,0
34718,46289,757,2023-02-07 03:52:00,2023-02-07 04:14:00,7.87,35,22,0
34719,46290,582,2024-12-24 00:44:00,2024-12-24 01:32:00,8.33,30,48,1
34720,46291,573,2024-12-04 06:49:00,2024-12-04 07:31:00,7.76,30,42,1
34721,46292,331,2024-02-20 11:21:00,2024-02-20 11:29:00,6.88,25,8,0
34722,46293,367,2023-01-26 13:29:00,2023-01-26 14:15:00,2.09,30,46,1
34723,46294,584,2024-11-29 12:27:00,2024-11-29 13:05:00,10.63,30,38,1
34724,46295,403,2023-04-17 02:02:00,2023-04-17 02:14:00,11.56,30,12,0
34725,46296,465,2024-08-27 05:15:00,2024-08-27 05:36:00,11.79,20,21,0
34726,46297,170,2024-07-24 19:27:00,2024-07-24 20:06:00,2.17,30,39,1
34727,46298,466,2024-01-08 08:11:00,2024-01-08 08:11:00,9.32,35,0,0
34728,46299,611,2023-09-01 12:49:00,2023-09-01 13:43:00,8.04,25,54,1
34729,46301,301,2024-11-23 21:08:00,2024-11-23 21:21:00,8.81,20,13,0
34730,46302,666,2023-12-27 22:52:00,2023-12-27 23:42:00,10.54,25,50,1
34731,46304,732,2024-12-03 20:35:00,2024-12-03 20:55:00,7.24,30,20,0
34732,46305,239,2023-12-02 04:59:00,2023-12-02 05:38:00,6.63,35,39,0
34733,46306,393,2024-04-12 06:50:00,2024-04-12 07:36:00,5.24,25,46,1
34734,46307,506,2024-12-26 05:47:00,2024-12-26 06:08:00,1.24,20,21,0
34735,46309,761,2023-09-05 23:48:00,2023-09-06 00:24:00,5.58,20,36,1
34736,46310,236,2024-12-19 04:12:00,2024-12-19 04:30:00,3.04,25,18,0
34737,46311,402,2023-10-27 02:55:00,2023-10-27 03:29:00,9.93,25,34,1
34738,46312,84,2024-08-21 08:58:00,2024-08-21 09:31:00,7.13,30,33,0
34739,46313,656,2024-11-02 07:53:00,2024-11-02 08:02:00,1.55,20,9,0
34740,46314,274,2024-09-10 19:31:00,2024-09-10 19:54:00,2.06,35,23,0
34741,46317,624,2023-08-15 08:32:00,2023-08-15 08:37:00,2.36,20,5,0
34742,46318,580,2024-09-01 03:59:00,2024-09-01 04:14:00,10.11,30,15,0
34743,46320,540,2023-08-16 00:17:00,2023-08-16 00:48:00,3.0,20,31,1
34744,46321,598,2023-08-05 03:38:00,2023-08-05 04:07:00,9.04,35,29,0
34745,46322,35,2023-11-16 16:15:00,2023-11-16 17:00:00,8.0,30,45,1
34746,46324,660,2024-04-08 20:06:00,2024-04-08 20:35:00,10.7,35,29,0
34747,46325,388,2024-11-23 23:29:00,2024-11-24 00:06:00,9.75,20,37,1
34748,46327,705,2023-05-07 16:22:00,2023-05-07 16:33:00,8.16,25,11,0
34749,46328,684,2023-09-27 08:59:00,2023-09-27 09:56:00,1.57,30,57,1
34750,46329,235,2024-12-24 17:38:00,2024-12-24 17:55:00,6.23,25,17,0
34751,46330,363,2024-03-18 18:31:00,2024-03-18 19:07:00,8.41,35,36,0
34752,46331,315,2024-03-30 17:22:00,2024-03-30 17:19:00,9.57,20,-3,0
34753,46332,756,2023-04-30 04:06:00,2023-04-30 04:52:00,2.71,20,46,1
34754,46333,196,2024-10-16 14:41:00,2024-10-16 14:57:00,3.56,25,16,0
34755,46334,15,2024-07-30 10:50:00,2024-07-30 11:26:00,11.26,25,36,1
34756,46335,387,2023-06-06 02:08:00,2023-06-06 02:45:00,5.14,20,37,1
34757,46336,707,2023-07-12 21:56:00,2023-07-12 22:16:00,5.86,20,20,0
34758,46339,121,2024-10-31 23:47:00,2024-11-01 00:32:00,8.86,20,45,1
34759,46340,738,2023-12-11 16:47:00,2023-12-11 17:43:00,9.69,25,56,1
34760,46341,510,2023-08-29 11:11:00,2023-08-29 11:32:00,10.87,30,21,0
34761,46343,506,2023-02-02 08:23:00,2023-02-02 08:43:00,5.18,30,20,0
34762,46344,275,2024-08-14 03:13:00,2024-08-14 03:53:00,10.51,30,40,1
34763,46345,127,2024-07-12 00:33:00,2024-07-12 01:18:00,6.86,30,45,1
34764,46347,460,2023-06-11 14:36:00,2023-06-11 15:04:00,1.75,35,28,0
34765,46349,488,2023-08-06 08:52:00,2023-08-06 09:07:00,4.6,35,15,0
34766,46350,132,2024-04-13 11:07:00,2024-04-13 11:49:00,11.34,30,42,1
34767,46352,113,2024-04-07 22:00:00,2024-04-07 22:40:00,5.17,20,40,1
34768,46353,114,2024-04-09 11:19:00,2024-04-09 11:50:00,7.05,35,31,0
34769,46355,361,2023-12-08 11:14:00,2023-12-08 11:50:00,8.56,30,36,1
34770,46356,711,2024-01-13 05:57:00,2024-01-13 06:49:00,4.56,30,52,1
34771,46358,230,2023-04-03 13:00:00,2023-04-03 13:32:00,7.95,25,32,1
34772,46360,429,2024-02-14 16:29:00,2024-02-14 17:04:00,4.14,35,35,0
34773,46361,608,2024-04-11 20:47:00,2024-04-11 21:21:00,4.26,35,34,0
34774,46362,750,2024-04-26 02:06:00,2024-04-26 02:28:00,7.26,30,22,0
34775,46363,763,2023-08-24 21:45:00,2023-08-24 22:00:00,4.4,30,15,0
34776,46364,107,2023-09-02 22:30:00,2023-09-02 22:58:00,11.87,20,28,1
34777,46366,695,2024-04-08 22:44:00,2024-04-08 23:43:00,3.41,20,59,1
34778,46368,455,2023-03-13 05:11:00,2023-03-13 05:29:00,7.47,20,18,0
34779,46369,688,2023-08-03 05:41:00,2023-08-03 06:10:00,2.92,35,29,0
34780,46370,174,2024-05-26 13:38:00,2024-05-26 14:02:00,7.09,20,24,0
34781,46371,152,2024-11-08 23:25:00,2024-11-09 00:04:00,2.03,35,39,0
34782,46373,64,2024-08-21 06:31:00,2024-08-21 06:52:00,9.87,35,21,0
34783,46374,236,2024-07-01 21:39:00,2024-07-01 21:48:00,9.09,35,9,0
34784,46376,643,2024-12-15 22:00:00,2024-12-15 22:18:00,11.9,35,18,0
34785,46377,640,2024-03-30 17:09:00,2024-03-30 17:27:00,9.48,30,18,0
34786,46378,545,2024-04-05 20:48:00,2024-04-05 21:25:00,10.97,25,37,1
34787,46380,284,2023-04-16 11:27:00,2023-04-16 12:26:00,5.52,35,59,1
34788,46382,122,2024-11-23 02:31:00,2024-11-23 03:03:00,3.58,30,32,0
34789,46384,137,2024-12-17 04:16:00,2024-12-17 04:26:00,8.03,30,10,0
34790,46386,247,2024-03-27 22:55:00,2024-03-27 23:12:00,10.48,35,17,0
34791,46387,674,2023-11-08 11:46:00,2023-11-08 12:24:00,9.86,20,38,1
34792,46388,10,2024-07-28 18:20:00,2024-07-28 18:45:00,8.42,25,25,0
34793,46389,83,2024-03-10 02:54:00,2024-03-10 03:02:00,9.45,20,8,0
34794,46390,271,2024-03-27 05:00:00,2024-03-27 05:07:00,5.39,35,7,0
34795,46392,534,2024-01-31 02:37:00,2024-01-31 02:40:00,3.58,30,3,0
34796,46394,615,2023-04-26 19:08:00,2023-04-26 19:34:00,9.6,20,26,1
34797,46395,527,2023-03-02 23:23:00,2023-03-02 23:56:00,6.78,35,33,0
34798,46396,297,2023-08-31 13:38:00,2023-08-31 13:35:00,5.46,35,-3,0
34799,46397,713,2024-07-28 22:21:00,2024-07-28 22:47:00,4.63,35,26,0
34800,46398,348,2024-03-20 09:58:00,2024-03-20 10:27:00,1.02,25,29,0
34801,46400,56,2024-04-05 19:14:00,2024-04-05 19:17:00,8.47,30,3,0
34802,46401,500,2024-12-27 18:52:00,2024-12-27 19:28:00,1.28,20,36,1
34803,46403,266,2023-09-28 00:12:00,2023-09-28 01:00:00,3.55,35,48,1
34804,46405,433,2024-05-01 23:24:00,2024-05-01 23:41:00,11.23,20,17,0
34805,46406,20,2023-03-14 06:51:00,2023-03-14 07:38:00,1.87,35,47,1
34806,46408,351,2023-04-29 22:56:00,2023-04-29 23:02:00,7.1,35,6,0
34807,46409,250,2024-02-19 14:33:00,2024-02-19 14:48:00,9.23,30,15,0
34808,46410,493,2023-10-03 03:23:00,2023-10-03 04:01:00,3.58,30,38,1
34809,46411,595,2023-05-03 22:41:00,2023-05-03 22:54:00,9.07,30,13,0
34810,46412,482,2024-02-09 21:04:00,2024-02-09 21:16:00,2.54,30,12,0
34811,46413,660,2023-11-19 13:28:00,2023-11-19 13:59:00,11.48,20,31,1
34812,46414,259,2023-10-20 09:42:00,2023-10-20 10:06:00,3.37,35,24,0
34813,46415,584,2023-05-18 11:42:00,2023-05-18 12:28:00,5.86,25,46,1
34814,46416,340,2024-12-30 22:03:00,2024-12-30 22:46:00,10.96,30,43,1
34815,46417,498,2024-12-26 06:30:00,2024-12-26 06:59:00,4.38,25,29,0
34816,46418,485,2024-01-22 11:43:00,2024-01-22 12:32:00,2.28,20,49,1
34817,46421,784,2024-05-06 12:28:00,2024-05-06 12:57:00,1.99,30,29,0
34818,46422,152,2023-07-19 09:28:00,2023-07-19 10:00:00,4.05,20,32,1
34819,46423,401,2024-06-11 08:11:00,2024-06-11 08:29:00,2.72,35,18,0
34820,46424,449,2024-06-08 09:44:00,2024-06-08 10:39:00,8.5,35,55,1
34821,46425,706,2023-12-04 04:42:00,2023-12-04 05:28:00,10.88,25,46,1
34822,46426,192,2024-09-06 22:43:00,2024-09-06 23:15:00,6.01,20,32,1
34823,46428,87,2024-03-10 19:40:00,2024-03-10 20:07:00,10.59,25,27,0
34824,46429,92,2023-04-18 10:17:00,2023-04-18 11:00:00,7.35,35,43,1
34825,46430,786,2023-06-25 21:16:00,2023-06-25 21:50:00,6.22,35,34,0
34826,46431,418,2023-09-14 20:32:00,2023-09-14 20:47:00,7.73,20,15,0
34827,46433,606,2024-09-02 15:15:00,2024-09-02 15:46:00,6.36,25,31,1
34828,46434,83,2023-11-25 16:51:00,2023-11-25 17:25:00,6.11,25,34,1
34829,46438,718,2023-08-04 21:12:00,2023-08-04 21:49:00,9.84,35,37,0
34830,46440,9,2023-01-18 18:43:00,2023-01-18 19:38:00,8.74,20,55,1
34831,46442,120,2024-04-26 15:10:00,2024-04-26 15:10:00,9.54,35,0,0
34832,46443,80,2023-12-16 13:49:00,2023-12-16 14:29:00,9.52,20,40,1
34833,46444,712,2023-07-06 09:15:00,2023-07-06 09:54:00,4.58,35,39,0
34834,46445,218,2024-10-19 02:22:00,2024-10-19 03:05:00,10.43,20,43,1
34835,46447,29,2024-11-13 23:27:00,2024-11-13 23:42:00,4.55,35,15,0
34836,46449,163,2024-06-27 15:18:00,2024-06-27 15:35:00,9.73,30,17,0
34837,46450,771,2024-11-11 16:54:00,2024-11-11 17:32:00,5.39,35,38,0
34838,46451,799,2023-06-20 15:23:00,2023-06-20 16:08:00,11.04,25,45,1
34839,46452,745,2023-11-12 13:05:00,2023-11-12 13:02:00,3.11,25,-3,0
34840,46453,729,2024-10-31 02:54:00,2024-10-31 03:12:00,3.08,35,18,0
34841,46455,722,2024-02-01 02:47:00,2024-02-01 03:26:00,6.74,25,39,1
34842,46456,87,2023-07-01 12:11:00,2023-07-01 12:19:00,11.78,35,8,0
34843,46458,785,2023-04-15 03:55:00,2023-04-15 04:28:00,2.55,25,33,1
34844,46459,600,2023-05-22 19:49:00,2023-05-22 20:03:00,4.56,20,14,0
34845,46460,328,2024-03-04 00:49:00,2024-03-04 01:30:00,1.11,30,41,1
34846,46461,196,2024-07-18 09:02:00,2024-07-18 09:20:00,11.82,25,18,0
34847,46462,102,2023-03-22 05:11:00,2023-03-22 05:35:00,8.99,25,24,0
34848,46463,439,2023-06-16 10:14:00,2023-06-16 10:43:00,6.97,30,29,0
34849,46466,739,2024-01-11 01:33:00,2024-01-11 01:46:00,2.18,25,13,0
34850,46467,154,2024-10-22 00:43:00,2024-10-22 01:09:00,4.87,35,26,0
34851,46469,759,2024-02-04 09:21:00,2024-02-04 09:21:00,8.95,20,0,0
34852,46470,528,2023-10-02 03:28:00,2023-10-02 04:11:00,2.39,30,43,1
34853,46471,736,2023-01-10 00:35:00,2023-01-10 01:03:00,4.25,25,28,0
34854,46472,473,2024-04-09 07:39:00,2024-04-09 07:39:00,5.14,30,0,0
34855,46473,301,2023-03-05 11:22:00,2023-03-05 11:53:00,3.92,25,31,1
34856,46474,776,2024-10-18 00:10:00,2024-10-18 00:26:00,8.02,30,16,0
34857,46476,673,2024-09-09 01:02:00,2024-09-09 01:17:00,2.11,35,15,0
34858,46477,779,2023-02-16 01:49:00,2023-02-16 02:20:00,6.97,25,31,1
34859,46478,486,2023-12-09 16:15:00,2023-12-09 16:32:00,7.32,35,17,0
34860,46479,595,2024-05-23 17:39:00,2024-05-23 17:45:00,6.65,25,6,0
34861,46480,47,2023-06-05 14:42:00,2023-06-05 15:28:00,5.36,30,46,1
34862,46481,743,2023-08-07 14:35:00,2023-08-07 15:12:00,1.07,35,37,0
34863,46482,282,2023-04-28 23:12:00,2023-04-28 23:55:00,9.3,20,43,1
34864,46483,323,2024-08-11 05:15:00,2024-08-11 06:02:00,1.37,25,47,1
34865,46485,598,2023-05-06 05:08:00,2023-05-06 05:20:00,2.41,35,12,0
34866,46487,542,2023-03-08 06:26:00,2023-03-08 07:05:00,2.21,35,39,0
34867,46488,91,2023-05-05 21:53:00,2023-05-05 21:56:00,6.73,20,3,0
34868,46490,242,2023-09-28 16:24:00,2023-09-28 16:34:00,8.13,20,10,0
34869,46491,34,2024-05-18 18:36:00,2024-05-18 19:21:00,7.85,35,45,1
34870,46493,651,2023-07-28 00:13:00,2023-07-28 00:29:00,2.88,35,16,0
34871,46495,452,2023-03-30 18:43:00,2023-03-30 19:21:00,3.66,25,38,1
34872,46496,229,2024-08-03 03:51:00,2024-08-03 04:51:00,6.43,25,60,1
34873,46499,391,2023-02-28 10:36:00,2023-02-28 11:02:00,6.5,20,26,1
34874,46501,287,2023-07-22 22:15:00,2023-07-22 22:57:00,6.59,20,42,1
34875,46502,629,2023-10-25 14:05:00,2023-10-25 14:48:00,7.26,25,43,1
34876,46503,753,2024-12-02 23:06:00,2024-12-02 23:21:00,1.57,20,15,0
34877,46505,781,2024-07-02 22:00:00,2024-07-02 22:11:00,7.59,20,11,0
34878,46506,714,2024-05-14 18:11:00,2024-05-14 18:52:00,6.39,20,41,1
34879,46508,711,2024-09-14 05:17:00,2024-09-14 05:42:00,6.84,35,25,0
34880,46509,698,2023-09-12 16:06:00,2023-09-12 16:27:00,11.71,30,21,0
34881,46510,47,2024-11-17 09:27:00,2024-11-17 10:03:00,5.11,20,36,1
34882,46512,724,2024-09-17 12:34:00,2024-09-17 13:28:00,2.93,20,54,1
34883,46514,549,2024-01-16 16:05:00,2024-01-16 16:33:00,5.74,20,28,1
34884,46515,618,2023-06-22 14:26:00,2023-06-22 15:11:00,3.53,25,45,1
34885,46517,523,2023-11-15 18:22:00,2023-11-15 18:46:00,7.36,35,24,0
34886,46519,264,2023-01-08 02:45:00,2023-01-08 03:01:00,5.8,35,16,0
34887,46520,640,2024-10-04 05:53:00,2024-10-04 06:11:00,8.94,20,18,0
34888,46522,270,2024-07-03 08:19:00,2024-07-03 08:52:00,10.95,30,33,0
34889,46523,715,2024-04-26 15:42:00,2024-04-26 16:10:00,11.64,30,28,0
34890,46524,746,2023-08-23 18:00:00,2023-08-23 18:27:00,2.11,35,27,0
34891,46525,451,2024-09-25 05:18:00,2024-09-25 05:35:00,9.85,35,17,0
34892,46526,463,2023-08-06 05:54:00,2023-08-06 06:31:00,7.84,25,37,1
34893,46527,265,2024-04-07 14:38:00,2024-04-07 15:12:00,3.98,25,34,1
34894,46528,204,2024-05-06 14:23:00,2024-05-06 14:38:00,2.92,30,15,0
34895,46529,50,2024-08-19 03:04:00,2024-08-19 03:43:00,1.4,25,39,1
34896,46530,149,2024-06-26 20:33:00,2024-06-26 20:51:00,4.6,35,18,0
34897,46531,333,2024-04-10 19:22:00,2024-04-10 19:51:00,5.77,30,29,0
34898,46533,634,2023-04-02 14:36:00,2023-04-02 14:43:00,2.75,25,7,0
34899,46534,150,2023-07-22 10:17:00,2023-07-22 10:36:00,2.87,35,19,0
34900,46535,92,2024-12-03 23:50:00,2024-12-04 00:24:00,6.33,25,34,1
34901,46536,427,2023-08-12 22:31:00,2023-08-12 23:04:00,11.94,35,33,0
34902,46537,775,2024-06-19 06:49:00,2024-06-19 07:10:00,1.7,35,21,0
34903,46538,266,2025-01-01 05:05:00,2025-01-01 05:23:00,5.05,35,18,0
34904,46539,416,2024-10-28 14:44:00,2024-10-28 15:15:00,5.17,25,31,1
34905,46540,80,2024-12-05 06:12:00,2024-12-05 06:38:00,11.99,25,26,0
34906,46541,691,2024-12-21 05:16:00,2024-12-21 05:37:00,5.01,35,21,0
34907,46542,450,2024-04-14 06:43:00,2024-04-14 07:25:00,5.01,30,42,1
34908,46543,68,2023-07-29 23:05:00,2023-07-29 23:36:00,1.94,20,31,1
34909,46544,579,2023-06-27 20:08:00,2023-06-27 20:31:00,4.54,25,23,0
34910,46545,685,2023-02-05 16:45:00,2023-02-05 17:33:00,7.67,35,48,1
34911,46546,796,2024-07-26 11:55:00,2024-07-26 12:14:00,1.31,20,19,0
34912,46547,566,2024-11-10 09:12:00,2024-11-10 09:45:00,11.75,25,33,1
34913,46548,472,2024-01-02 21:25:00,2024-01-02 21:57:00,3.9,30,32,0
34914,46549,310,2023-10-16 17:46:00,2023-10-16 18:18:00,5.25,35,32,0
34915,46550,56,2024-02-02 13:29:00,2024-02-02 13:53:00,6.52,25,24,0
34916,46551,535,2023-10-29 05:21:00,2023-10-29 06:15:00,4.78,30,54,1
34917,46554,590,2024-04-19 11:08:00,2024-04-19 11:58:00,2.23,35,50,1
34918,46555,780,2024-11-14 03:19:00,2024-11-14 04:06:00,2.56,30,47,1
34919,46556,396,2023-01-27 03:24:00,2023-01-27 04:07:00,2.93,30,43,1
34920,46559,759,2024-06-10 22:12:00,2024-06-10 23:07:00,1.88,30,55,1
34921,46560,498,2023-09-01 17:21:00,2023-09-01 17:36:00,3.51,35,15,0
34922,46563,1,2024-05-20 06:26:00,2024-05-20 07:00:00,10.59,30,34,0
34923,46564,48,2023-05-17 20:31:00,2023-05-17 21:14:00,10.8,30,43,1
34924,46565,676,2024-07-22 02:42:00,2024-07-22 02:56:00,5.42,20,14,0
34925,46566,351,2023-02-09 04:02:00,2023-02-09 04:37:00,1.58,30,35,0
34926,46567,371,2024-11-06 08:47:00,2024-11-06 09:30:00,11.19,25,43,1
34927,46569,81,2023-04-14 12:13:00,2023-04-14 12:35:00,11.99,35,22,0
34928,46570,599,2023-07-02 06:45:00,2023-07-02 07:11:00,4.73,35,26,0
34929,46571,269,2023-02-14 10:18:00,2023-02-14 10:44:00,6.36,35,26,0
34930,46572,114,2023-12-01 07:43:00,2023-12-01 08:14:00,7.63,30,31,0
34931,46573,764,2023-05-26 00:32:00,2023-05-26 01:06:00,9.99,30,34,0
34932,46574,556,2024-10-07 08:07:00,2024-10-07 08:57:00,2.75,25,50,1
34933,46575,210,2024-05-25 21:20:00,2024-05-25 21:56:00,8.99,30,36,1
34934,46576,141,2023-02-15 01:43:00,2023-02-15 02:14:00,2.32,25,31,1
34935,46577,265,2024-01-20 10:29:00,2024-01-20 10:50:00,8.72,30,21,0
34936,46578,743,2023-06-23 11:09:00,2023-06-23 11:45:00,5.75,25,36,1
34937,46579,713,2024-04-25 07:00:00,2024-04-25 07:13:00,11.1,35,13,0
34938,46580,457,2024-02-19 20:48:00,2024-02-19 21:38:00,8.06,30,50,1
34939,46581,305,2023-12-06 07:31:00,2023-12-06 08:31:00,10.09,20,60,1
34940,46585,586,2024-06-20 15:54:00,2024-06-20 16:20:00,8.03,35,26,0
34941,46586,314,2023-01-17 13:56:00,2023-01-17 13:58:00,10.59,25,2,0
34942,46587,480,2024-01-30 14:18:00,2024-01-30 14:39:00,1.81,20,21,0
34943,46588,350,2023-08-09 14:09:00,2023-08-09 15:02:00,6.95,20,53,1
34944,46589,763,2024-08-13 22:50:00,2024-08-13 23:02:00,8.17,30,12,0
34945,46590,786,2024-01-19 10:35:00,2024-01-19 11:22:00,10.38,35,47,1
34946,46591,259,2024-03-03 07:18:00,2024-03-03 07:42:00,5.06,35,24,0
34947,46592,182,2024-09-13 07:41:00,2024-09-13 08:32:00,10.63,25,51,1
34948,46593,760,2023-12-14 12:41:00,2023-12-14 13:00:00,4.3,25,19,0
34949,46594,398,2024-11-29 23:05:00,2024-11-29 23:40:00,3.68,30,35,0
34950,46595,25,2023-04-04 12:37:00,2023-04-04 13:10:00,3.17,35,33,0
34951,46596,365,2023-05-21 11:57:00,2023-05-21 12:41:00,3.78,30,44,1
34952,46597,200,2024-07-22 19:48:00,2024-07-22 20:19:00,1.54,25,31,1
34953,46599,775,2023-04-22 09:50:00,2023-04-22 10:06:00,3.51,30,16,0
34954,46601,127,2024-10-11 09:41:00,2024-10-11 09:57:00,9.0,35,16,0
34955,46602,66,2023-01-23 23:18:00,2023-01-23 23:48:00,7.74,20,30,1
34956,46605,423,2024-01-17 04:11:00,2024-01-17 05:01:00,2.12,20,50,1
34957,46606,197,2024-03-05 09:55:00,2024-03-05 09:56:00,7.15,30,1,0
34958,46607,517,2023-06-26 17:57:00,2023-06-26 18:49:00,4.13,30,52,1
34959,46608,136,2023-02-26 03:58:00,2023-02-26 04:46:00,3.98,35,48,1
34960,46609,77,2024-07-03 04:42:00,2024-07-03 05:03:00,7.13,20,21,0
34961,46610,136,2023-10-08 07:13:00,2023-10-08 07:48:00,11.12,20,35,1
34962,46611,683,2023-10-04 12:57:00,2023-10-04 13:12:00,1.99,35,15,0
34963,46612,101,2023-09-21 00:42:00,2023-09-21 01:17:00,2.96,25,35,1
34964,46614,792,2023-11-10 20:04:00,2023-11-10 20:44:00,3.71,25,40,1
34965,46615,738,2023-05-02 00:57:00,2023-05-02 01:29:00,6.16,30,32,0
34966,46616,441,2024-01-13 09:40:00,2024-01-13 10:24:00,11.3,30,44,1
34967,46617,83,2024-05-09 13:46:00,2024-05-09 14:02:00,3.43,30,16,0
34968,46619,171,2023-12-11 04:53:00,2023-12-11 05:24:00,5.25,30,31,0
34969,46621,243,2023-01-28 13:22:00,2023-01-28 13:56:00,3.75,25,34,1
34970,46622,575,2023-07-08 19:57:00,2023-07-08 20:11:00,8.17,20,14,0
34971,46623,400,2023-11-21 11:29:00,2023-11-21 12:09:00,10.04,20,40,1
34972,46624,293,2023-03-22 05:45:00,2023-03-22 06:18:00,2.15,35,33,0
34973,46625,415,2023-07-30 12:48:00,2023-07-30 13:21:00,3.11,30,33,0
34974,46626,36,2024-08-01 17:21:00,2024-08-01 18:16:00,5.28,35,55,1
34975,46627,647,2024-10-31 19:57:00,2024-10-31 20:51:00,5.34,20,54,1
34976,46628,172,2024-08-19 16:49:00,2024-08-19 17:21:00,10.57,35,32,0
34977,46629,656,2024-09-05 09:55:00,2024-09-05 10:19:00,5.54,35,24,0
34978,46630,372,2024-08-15 10:27:00,2024-08-15 10:53:00,6.35,35,26,0
34979,46631,251,2024-09-03 21:10:00,2024-09-03 22:02:00,11.91,25,52,1
34980,46633,322,2024-02-24 05:01:00,2024-02-24 05:34:00,6.76,25,33,1
34981,46635,702,2023-05-18 09:01:00,2023-05-18 09:33:00,9.0,25,32,1
34982,46636,71,2023-12-06 04:21:00,2023-12-06 04:29:00,1.82,25,8,0
34983,46638,479,2023-02-05 16:58:00,2023-02-05 17:58:00,11.55,30,60,1
34984,46640,272,2023-10-02 01:59:00,2023-10-02 02:26:00,9.12,30,27,0
34985,46641,153,2024-09-25 13:30:00,2024-09-25 13:53:00,6.11,30,23,0
34986,46642,38,2024-10-27 21:06:00,2024-10-27 21:51:00,2.61,35,45,1
34987,46643,250,2023-03-13 17:34:00,2023-03-13 17:58:00,1.41,35,24,0
34988,46644,441,2023-08-20 01:04:00,2023-08-20 01:27:00,6.69,35,23,0
34989,46646,534,2023-01-29 21:08:00,2023-01-29 21:56:00,7.96,35,48,1
34990,46648,558,2023-07-08 19:47:00,2023-07-08 19:56:00,9.89,20,9,0
34991,46650,694,2023-04-02 11:50:00,2023-04-02 12:15:00,8.46,35,25,0
34992,46651,658,2024-04-26 12:15:00,2024-04-26 12:42:00,8.73,25,27,0
34993,46652,436,2024-08-13 03:21:00,2024-08-13 04:12:00,8.55,25,51,1
34994,46653,488,2023-05-21 19:39:00,2023-05-21 20:22:00,10.83,20,43,1
34995,46655,351,2023-09-02 07:58:00,2023-09-02 08:11:00,8.64,20,13,0
34996,46656,57,2024-10-11 20:16:00,2024-10-11 20:37:00,8.12,20,21,0
34997,46657,665,2024-04-25 13:34:00,2024-04-25 14:16:00,2.58,25,42,1
34998,46658,202,2023-08-02 03:10:00,2023-08-02 03:54:00,8.95,30,44,1
34999,46659,447,2024-05-08 05:58:00,2024-05-08 06:28:00,5.33,20,30,1
35000,46660,657,2024-10-17 14:54:00,2024-10-17 15:18:00,10.59,35,24,0
35001,46661,177,2024-10-19 04:55:00,2024-10-19 05:26:00,7.05,35,31,0
35002,46663,587,2024-09-28 17:24:00,2024-09-28 17:40:00,5.34,20,16,0
35003,46665,282,2023-03-16 18:15:00,2023-03-16 18:51:00,7.2,25,36,1
35004,46668,639,2023-10-27 22:02:00,2023-10-27 22:27:00,7.03,35,25,0
35005,46669,89,2024-04-27 18:58:00,2024-04-27 19:22:00,2.1,30,24,0
35006,46670,91,2024-12-08 03:37:00,2024-12-08 04:31:00,7.85,25,54,1
35007,46672,57,2023-08-15 13:24:00,2023-08-15 14:04:00,4.77,35,40,0
35008,46673,143,2024-12-03 16:02:00,2024-12-03 16:37:00,1.05,25,35,1
35009,46674,181,2024-01-07 21:11:00,2024-01-07 21:44:00,6.93,30,33,0
35010,46675,574,2023-01-13 07:43:00,2023-01-13 07:54:00,7.53,30,11,0
35011,46676,246,2023-06-06 00:26:00,2023-06-06 00:48:00,4.33,30,22,0
35012,46678,481,2024-10-28 05:17:00,2024-10-28 05:38:00,9.67,35,21,0
35013,46679,324,2024-05-09 12:47:00,2024-05-09 13:38:00,8.62,30,51,1
35014,46681,589,2024-02-10 11:37:00,2024-02-10 12:16:00,2.57,25,39,1
35015,46683,232,2024-11-01 13:53:00,2024-11-01 14:19:00,5.28,35,26,0
35016,46684,404,2024-08-15 20:00:00,2024-08-15 20:34:00,5.79,25,34,1
35017,46689,666,2023-03-15 16:46:00,2023-03-15 17:07:00,11.61,20,21,0
